job_title,company_name,location,work_type,experience_level,date_posted,year,month,month_name,country,job_category,job_skills
Biomedical Big Data Engineer,Myant,"Mississauga, Ontario, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Data Engineer,"Python, Java, Hadoop, Spark, Kafka, AWS, Azure, GCP, SQL, Data modeling, Database design, Distributed computing, Cloud platforms, C/C++, Javascript, Swift, Biomedical data analysis, Signal analysis, Noise handling, Missing data handling, Electrocardiogram, Electromyogram, Electroencephalogram, Photoplethysmogram, Accelerometry signals, ETL processes, Data governance, Data security, Data warehouses, Data lakes, Statistical methods, Causal inference techniques, Machine learning"
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Villarestaurantgroup,"White Rock, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data analysis, Statistical analysis, Machine learning, Data visualization, Data management, ETL, SQL, R, Python, Tableau, Power BI, Big data, A/B testing, Data integrity, Data quality, Hypothesis testing, Datadriven decisionmaking, Business intelligence, Communication, Collaboration, Problemsolving"
Customer Service Representative/Data Analyst/Data Entry Clerk/Urgent,Toyandsons,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Data Interpretation, Statistical Techniques, Data Visualization, SQL, R, Python, Tableau, Power BI, Analytical Thinking, Problem Solving, Communication, Collaboration, Data Modeling, Algorithms, A/B Testing, Data Quality, Data Collection, Data Cleansing, Data Manipulation, DataDriven Decision Making, Hypothesis Testing"
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Repentigny, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistics, Databases, SQL, R, Python, Data Visualization, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, A/B Testing, Data Management, ETL, Data Integrity, Data Accuracy, Data Completeness, Data Collection, Data Cleansing, Data Manipulation, Data Accessibility, DataDriven DecisionMaking, CrossFunctional Collaboration, Analytical Thinking, ProblemSolving, Communication, Collaboration, Teamwork"
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Sonyelectronics,"Repentigny, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data analysis, Statistical tools, SQL, R, Python, Data visualization, Tableau, Power BI, Hypothesis testing, A/B testing, Data management, ETL"
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Ropesgray,"Revelstoke, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data analysis, Statistical techniques, Advanced data analysis tools, Python, R, SQL, Performance metrics, Reporting, Data mining, Machine learning, Optimization, A/B testing, Data quality, Data integrity, Data completeness, Data collection, Data cleansing, Data manipulation, Data visualization, Tableau, Power BI, Statistical modeling, Hypothesis testing, Data management, ETL processes"
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Dukeduchessinternational,"Tracadie-Sheila, New Brunswick, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistical Techniques, Data Visualization, Data Management, Data Warehousing, Software Development, Data Mining, Machine Learning, Artificial Intelligence, Data Analytics, Cloud Computing, Big Data, SQL, Python, R, Tableau, Power BI, ETL, Hypothesis Testing, A/B Testing"
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Ladysmith, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Data Analysis, Statistical Techniques, Data Visualization, SQL, R, Python, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, A/B Testing, Data Management, ETL Processes"
Customer Service Representative/Data Analyst/Data Entry Clerk/Part Time,Toyandsons,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"SQL, R, Python, Data analysis, Data visualization, Tableau, Power BI, Statistical modeling, Hypothesis testing, A/B testing, Data management, ETL, Data quality, Data integrity, Data accuracy, Data completeness, Data requirements, Datadriven decision making, Team environment, Collaboration, Communication, Problem solving, Analytical thinking, Critical thinking"
Data Engineer (Azure),Tiger Analytics,"Toronto, Ontario, Canada",Onsite,Associate,2024-01-12,2024,1,January,Canada,Data Engineer,"Data Engineering, Data Science, Machine Learning, AI, Analytical Skills, Data Integration, Efficiency, Data Systems Alignment, Python, Pyspark, Azure Stack, Apache Spark, Delta Lake, ETL, SQL, Unix, Azure Databricks, Data Wrangling, Advanced Analytic Modeling, Java, Communication Skills, Organizational Skills"
Machine Learning Engineer,MobSquad,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-12,2024,1,January,Canada,Machine Learning Engineer,"Machine Learning Engineer, Data Science, Artificial Intelligence, TensorFlow, Keras, Python, Java, scikitlearn, Pandas, OpenCV, Linux, SQL, MySQL, PostgreSQL, NoSQL, MongoDB, Cassandra, HBase, Canadian Government work visa, Canadian permanent residency"
Senior Data Engineering Specialist,AMA - Alberta Motor Association,"Edmonton, Alberta, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Data Engineering, Data Analysis, Business Analysis, SQL Server, Oracle, MySQL, Snowflake, Attunity Replicate, DBT, WhereScape RED, Data Warehousing, Data Modeling, ETL, Data Cleansing, Data Enrichment, Business Intelligence, Power BI, Tableau, Pentaho, Kimball Methodology, Data Vault, Agile Methodologies, Software Development, Test Driven Development (TDD), Continuous Integration, Continuous Deployment, Cloud Computing, AWS, Azure, Git, Data Quality Assurance, Automation, Scripting, Performance Optimization, Problem Solving, Troubleshooting"
Customer Service Representative/Data Analyst/Data Entry Clerk Part Time,Villarestaurantgroup,"Cornwall, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"Statistical techniques, Data analysis, Data interpretation, Trend analysis, Reporting, Data visualization, SQL, R, Python, Tableau, Power BI, Statistical modeling, Hypothesis testing, A/B testing, Data management, ETL processes, Data quality management, Data integrity, Data accuracy, Data completeness, Data cleansing, Data manipulation"
"Manager, Marketing Strategy & Analytics (Bangkok-based, relocation provided)",Agoda,"Montreal, Quebec, Canada",Onsite,Associate,2024-01-13,2024,1,January,Canada,Analytics,"business intelligence, data analysis, data mining, data representation, data science, data visualization, databases, analytical skills, business analysis, machine learning, statistics, SQL, tableau, R, python, java, microsoft sql server, microsoft power bi"
Machine Learning Operations – Staff Engineer,Agoda,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Machine Learning Engineer,"Kubernetes, Java, Scala, Python, Kotlin, Communication, Collaboration, Code simplicity, Performance, MLOps, Data engineering, Software engineering, Big Data tools, Spark, S3, Hadoop, DevOps, CI/CD, Docker, Tensorflow, PyTorch, LGBM, Scikitlearn"
Data Scientist,TES The Employment Solution,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Scientist,"Data Science, Computer Science, Engineering, Mathematics, Statistics, Physics, Python, SQL, Git, PostgreSQL, Teradata, Hadoop, AWS, Machine Learning, Software Engineering, MLOps, Data Warehouse, ETL, CI/CD, Fraud Detection, Insurance, API Development, Communication, Collaboration"
Staff Data Scientist,Labatt Breweries of Canada,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Scientist,"Data Science, Data Engineering, Statistics, Mathematics, Machine Learning, Python, SQL, Git, PySpark, Data Structures, Algorithms, OOP, Distributed Computing, Consumer Packaged Goods (CPG), Recommendation Engines, Shelf Space Optimization, Analytics, Business Intelligence, CrossFunctional Collaboration, Leadership, Mentoring, Communication, ProblemSolving, Analytical Thinking, Critical Thinking, Collaborative Development"
Lead Data Scientist,Experfy,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Scientist,"Graphbased AI, Data science, Data manipulation, Advanced software development, Python, R, Scala, C++, Julia, SQL, NoSQL, PostgreSQL, Apache Spark, MLOps, CI/CD, Agile delivery, AWS, Neo4J, Cypher, JanusGraph, Gremlin, GraphML, OrientDB, Deep learning, Neural networks, CNNs, RNNs, Embeddings, Transfer learning, Attentionbased networks, Statistical learning, Restricted Boltzmann machines, Belief networks, Reinforcement learning, Private sector modeling, Industrial setting modeling, Data science deliverables, Data science expertise, Statistical data science, Modern data science, Unsupervised learning, Supervised learning, Regression algorithms, Neural networks, Deep learning, NLP, Federated learning, Model building, Algorithm development, Simulation, Experiment design, Machine learning technologies, Crossfunctional collaboration, Datadriven analytics, Graphbased capabilities, Support model building, Infrastructure architecture, Tooling, Mentorship, Business case analysis, Knowledge management, Verbal communication, Written communication, Technical communication, Product development, Service development"
Ingénieur principal en données / Senior Data Engineer,Browns Shoes Inc.,Greater Montreal Metropolitan Area,Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Engineer,"Data Engineering, Data Analysis, Business Intelligence, System Integration, ETL Pipelines, Data Quality, Data Modelling, Data Orchestration, Python, SQL, Snowflake, DBT, AWS Serverless, Airflow, Dagster, Kafka, Lambda, API Gateway, Event Bridge, Retail, Ecommerce, Marketing"
Lecturer of Analytics,Stony Brook University,"Niagara College, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Analytics, Machine Learning, Business Analytics, Operations Research, Data Mining, Forecasting, Optimization, Simulation, Statistics, Research Methods, Consulting, Team Leadership, Public Speaking, Communication, Interpersonal Skills, Data, Microsoft Office Suite, Tableau, Power BI, Statistical Software, SAS, SPSS, R, Python, Visual Basic, SQL, Java, C++, RStudio, Jupyter Notebook, Eclipse"
Business College Instructor - Excel for Business Analytics (C),VanWest College,"Vancouver, British Columbia, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Microsoft Excel, Business Analytics, Instructorled delivery, Communication skills (written verbal), Organizational skills, Team collaboration, Multitasking, Time management, Teaching experience, Diverse young adult learners"
"Senior Data Analyst (Flights team, Bangkok-based, Relocation provided)",Agoda,"Montreal, Quebec, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Analyst,"SQL, Data visualization, Python, R, Tableau, Excel, Data analysis, Machine learning, Statistical modeling, Business analytics, A/B testing, Datadriven decision making, Stakeholder management, Presentation skills, Communication skills, Analytical skills, Problemsolving skills, Multitasking skills, Prioritization skills, Resource coordination skills, Program management skills, Quantitative analysis, Business intelligence, Data mining, Data warehousing, Big data, Data science, Artificial intelligence"
Reporting and Analytics Advisor,Equinix,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Analytics,"Data Exploration, Data Audits, Reporting, Ad Hoc Reporting, Client Management, Analytics Coaching, Data Audit and Cleansing, Scheduled Reports, Data Science, Statistics, Mathematics, Economics, Finance, Engineering, PowerPoint, SQL, Python"
"Associate Manager, Marketing Strategy & Analytics (Bangkok-based, relocation provided)",Agoda,"Toronto, Ontario, Canada",Onsite,Associate,2024-01-13,2024,1,January,Canada,Analytics,"Data analysis, Data mining, Data science, Machine learning, Statistics, Business intelligence (BI), Data representation, Data visualization, Databases, SQL, Business analysis, Data analytics, Analytics, Python, R, Tableau, Data warehouse, MS Excel, Data modeling, Hypothesis testing, Decisionmaking, Communication, Critical thinking, Problemsolving, People management, Commercial acumen, Data savvy, Analytical skills, Statistical analysis, Strong communication skills, Business intelligence tools"
"Associate Manager, Marketing Strategy & Analytics (Bangkok-based, relocation provided)",Agoda,"Montreal, Quebec, Canada",Onsite,Associate,2024-01-13,2024,1,January,Canada,Analytics,"Data Analysis, SQL, Tableau, Data Mining, Python, Data Science, R, Data Visualization, Databases, Business Intelligence, Microsoft SQL Server, Machine Learning, Statistics, Microsoft Power BI, Java, Analytical Skills, Business Analysis"
Senior Data Scientist,Johnson & Johnson,"Toronto, Ontario, Canada",Onsite,Mid senior,2024-01-13,2024,1,January,Canada,Data Scientist,"Data Science, Artificial Intelligence, Machine Learning, Statistics, Python, R, SQL, Pyspark, Healthcare datasets, Data analysis workflows, Predictive modeling, Data mining, Text mining, Communication skills, Sales and marketing best practices, Pharmaceutical industry, Drug discovery, Drug development, Publishing in peerreviewed journals, Business value, Realworld data, Cloud infrastructure, AWS, Azure, LLM, LLM pipelines, Cost management strategy, Continual learning, Prompting, LLM fine tuning, Opensource models, Gated/paid model landscape"
